record_id,crop,symptom,diagnosis,image_paths
D00846,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_23.jpg"
D00847,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_24.jpg"
D00848,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_249.jpg"
D00849,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_25.jpg"
D00850,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_26.jpg"
D00851,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_27.jpg"
D00852,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_28.jpg"
D00853,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_29.jpg"
D00854,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_3.jpg"
D00855,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_30.jpg"
D00856,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_31.jpg"
D00857,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_312.jpg"
D00858,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_321.jpg"
D00859,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_351.jpg"
D00860,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_366.jpg"
D00861,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_379.jpg"
D00862,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_4.jpg"
D00863,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_415.jpg"
D00864,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_5.jpg"
D00865,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_6.jpg"
D00866,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_7.jpg"
D00867,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_72.jpg"
D00868,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_75.jpg"
D00869,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_8.jpg"
D00870,Strawberry,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Strawberry,Healthy\plant_9.jpg"
D00871,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_481.jpg"
D00872,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_570.jpg"
D00873,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_634.jpg"
D00874,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_733.jpg"
D00875,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_777.jpg"
D00876,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_786.jpg"
D00877,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_828.jpg"
D00878,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_833.jpg"
D00879,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_855.jpg"
D00880,Strawberry,"green, yellow, irregular brown spots, burnt or scorched ",Leaf Scorch,"images\Strawberry,Leaf Scorch\plant_872.jpg"
D00881,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12172.jpg"
D00882,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12230.jpg"
D00883,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12354.jpg"
D00884,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12397.jpg"
D00885,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12400.jpg"
D00886,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12493.jpg"
D00887,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12601.jpg"
D00888,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12669.jpg"
D00889,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12846.jpg"
D00890,Tomato,"dark brown to black spots, water-soaked spots,irregular ",Bacterial Spot,"images\Tomato,Bacterial Spot\plant_12960.jpg"
D00891,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_17989.jpg"
D00892,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_17997.jpg"
D00893,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18239.jpg"
D00894,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18342.jpg"
D00895,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18471.jpg"
D00896,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18540.jpg"
D00897,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18542.jpg"
D00898,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18775.jpg"
D00899,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_18993.jpg"
D00900,Tomato,"dark brown to black spots, brown spots, circular, irregular",Early Blight,"images\Tomato,Early Blight\plant_19066.jpg"
D00901,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22161.jpg"
D00902,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22163.jpg"
D00903,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22338.jpg"
D00904,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22457.jpg"
D00905,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22458.jpg"
D00906,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22626.jpg"
D00907,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22708.jpg"
D00908,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22806.jpg"
D00909,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_22954.jpg"
D00910,Tomato,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Tomato,Healthy\plant_23055.jpg"
D00911,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_27734.jpg"
D00912,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_27782.jpg"
D00913,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_27948.jpg"
D00914,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_27956.jpg"
D00915,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_28035.jpg"
D00916,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_28046.jpg"
D00917,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_28074.jpg"
D00918,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_28100.jpg"
D00919,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_28218.jpg"
D00920,Tomato,"dark brown to black, dark brown spots, irregular, circular, water-soaked lesions",Late Blight,"images\Tomato,Late Blight\plant_28359.jpg"
D00921,Tomato,"fuzzy, olive-brown spots??, irregular",Leaf Mold,"images\Tomato,Leaf Mold\plant_33830.jpg"
D00922,Tomato,yellowish-brown spots ??irregular??unequal size,Leaf Mold,"images\Tomato,Leaf Mold\plant_33841.jpg"
D00923,Tomato,"irregular, dark green spots??distributed unevenly across",Leaf Mold,"images\Tomato,Leaf Mold\plant_33867.jpg"
D00924,Tomato,"dark green or brown spots,irregular??distributed unevenly across",Leaf Mold,"images\Tomato,Leaf Mold\plant_33886.jpg"
D00925,Tomato,"irregular, yellowish-brown spots??olive-green mold",Leaf Mold,"images\Tomato,Leaf Mold\plant_33925.jpg"
D00926,Tomato,grayish-green to brown spots??irregular??velvety texture,Leaf Mold,"images\Tomato,Leaf Mold\plant_34028.jpg"
D00927,Tomato,"irregular, yellowish-green spots??grayish-brown fungal",Leaf Mold,"images\Tomato,Leaf Mold\plant_34061.jpg"
D00928,Tomato,chlorotic spots with a yellowish appearance,Leaf Mold,"images\Tomato,Leaf Mold\plant_34142.jpg"
D00929,Tomato,"dark, irregularly shaped spots??yellowish",Leaf Mold,"images\Tomato,Leaf Mold\plant_34354.jpg"
D00930,Tomato,"irregular yellowish spots??darker, fuzzy",Leaf Mold,"images\Tomato,Leaf Mold\plant_34655.jpg"
D00931,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37133.jpg"
D00932,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37136.jpg"
D00933,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37177.jpg"
D00934,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37232.jpg"
D00935,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37252.jpg"
D00936,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37378.jpg"
D00937,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37388.jpg"
D00938,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37422.jpg"
D00939,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37427.jpg"
D00940,Tomato,irregular yellow and green mosaic patterns/mottle,Mosaic Virus,"images\Tomato,Mosaic Virus\plant_37455.jpg"
D00941,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40333.jpg"
D00942,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40410.jpg"
D00943,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40419.jpg"
D00944,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40582.jpg"
D00945,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40584.jpg"
D00946,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40633.jpg"
D00947,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40641.jpg"
D00948,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40645.jpg"
D00949,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40708.jpg"
D00950,Tomato,"white powdery spots, circular spots, irregular",Powdery Mildew,"images\Tomato,Powdery Mildew\plant_40764.jpg"
D00951,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41730.jpg"
D00952,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41744.jpg"
D00953,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41866.jpg"
D00954,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41913.jpg"
D00955,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41915.jpg"
D00956,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41935.jpg"
D00957,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_41970.jpg"
D00958,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_42034.jpg"
D00959,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_42050.jpg"
D00960,Tomato,"dark brown to black spots, yellow brown to brown, irregular to circular, yellow halo",Septoria Leaf Spot,"images\Tomato,Septoria Leaf Spot\plant_42098.jpg"
D00961,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47163.jpg"
D00962,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47200.jpg"
D00963,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47378.jpg"
D00964,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47509.jpg"
D00965,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47592.jpg"
D00966,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47617.jpg"
D00967,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47685.jpg"
D00968,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47818.jpg"
D00969,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47851.jpg"
D00970,Tomato,"small, yellowing spot,irregular, webbing?? spider mites",Spider Mites,"images\Tomato,Spider Mites\plant_47929.jpg"
D00971,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_50976.jpg"
D00972,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51028.jpg"
D00973,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51116.jpg"
D00974,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51147.jpg"
D00975,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51305.jpg"
D00976,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51387.jpg"
D00977,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51438.jpg"
D00978,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51509.jpg"
D00979,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51619.jpg"
D00980,Tomato,"dark brown spots, brown to black, irregular, circular, yellow halo",Target Spot,"images\Tomato,Target Spot\plant_51723.jpg"
D00981,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_54723.jpg"
D00982,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_54811.jpg"
D00983,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_54886.jpg"
D00984,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_54985.jpg"
D00985,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_55002.jpg"
D00986,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_55016.jpg"
D00987,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_55080.jpg"
D00988,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_55128.jpg"
D00989,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_55530.jpg"
D00990,Tomato,the edges of the leaves curl and yellow,Yellow Leaf Curl Virus,"images\Tomato,Yellow Leaf Curl Virus\plant_55750.jpg"
D00991,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131183.jpg"
D00992,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131242.jpg"
D00993,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131365.jpg"
D00994,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131674.jpg"
D00995,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131744.jpg"
D00996,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131748.jpg"
D00997,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131764.jpg"
D00998,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_131995.jpg"
D00999,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_132037.jpg"
D01000,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Healthy,"images\Wheat,Healthy\plant_132365.jpg"
D01001,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_132815.jpg"
D01002,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_132952.jpg"
D01003,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133090.jpg"
D01004,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133123.jpg"
D01005,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133126.jpg"
D01006,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133161.jpg"
D01007,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133185.jpg"
D01008,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133299.jpg"
D01009,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133315.jpg"
D01010,Wheat,"rust-colored, orange, reddish brown, orange brown pustules, circular spots",Leaf Rust,"images\Wheat,Leaf Rust\plant_133369.jpg"
D01011,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_134727.jpg"
D01012,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_134734.jpg"
D01013,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_134876.jpg"
D01014,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_134930.jpg"
D01015,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_134955.jpg"
D01016,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_135027.jpg"
D01017,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_135084.jpg"
D01018,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_135131.jpg"
D01019,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_135167.jpg"
D01020,Wheat,"no spots,bite marks,or abnormal areas observed/present on the leaf",Loose Smut,"images\Wheat,Loose Smut\plant_135423.jpg"
D01021,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130139.jpg"
D01022,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130462.jpg"
D01023,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130570.jpg"
D01024,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130855.jpg"
D01025,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130866.jpg"
D01026,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130892.jpg"
D01027,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130905.jpg"
D01028,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130939.jpg"
D01029,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_130972.jpg"
D01030,Wheat,"yellowing and browning?? Dark brown to black, yellowing, root exhibits dark, mushy lesions",Root Rot,"images\Wheat,Root Rot\plant_131016.jpg"
D01031,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135611.jpg"
D01032,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135615.jpg"
D01033,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135630.jpg"
D01034,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135635.jpg"
D01035,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135654.jpg"
D01036,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135676.jpg"
D01037,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135681.jpg"
D01038,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135688.jpg"
D01039,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135692.jpg"
D01040,Wheat,"small, dark brown to black spots mainly located at the tips and edges of the leaves",Septoria Leaf Spot,"images\Wheat,Septoria Leaf Spot\plant_135702.jpg"
D01041,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135713.jpg"
D01042,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135731.jpg"
D01043,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135735.jpg"
D01044,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135805.jpg"
D01045,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135840.jpg"
D01046,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135859.jpg"
D01047,Wheat,"orange brown pustules, dark reddish brown pustules",Stem Rust,"images\Wheat,Stem Rust\plant_135897.jpg"
